Name,BroadClass,Period,UnitaryAuthority,lon,lat
Sudbrook Camp and Sudbrook Chapel,Monument,Prehistoric,Monmouthshire,-2.715519675631695,51.582464414767486
Llancayo Camp                                                                                                                                         ,Defence,Prehistoric,Monmouthshire,-2.901419548351013,51.729318119392175
Caermead Roman Site,Domestic,Roman,Vale of Glamorgan,-3.4993326317896627,51.418998560639714
Cwm George Camp                                                                                                                                       ,Monument,Early Medieval,Vale of Glamorgan,-3.2272196099687225,51.44264818092371
Tyn y Coed Earthwork                                                                                                                                  ,Monument,Unknown,Vale of Glamorgan,-3.225844206042935,51.44072030026531
Nant-y-Garw Lead Mine                                                                                                                                 ,Industrial,Post Medieval/Modern,Powys,-3.648452634570432,52.23229461177187
Remains of Peterston Castle,Defence,Medieval,Vale of Glamorgan,-3.3212077492225847,51.479024309028574
Castell Tal-y-Fan,Defence,Medieval,Vale of Glamorgan,-3.411356271316872,51.485140401194485
Felin Isaf Castle Mound                                                                                                                               ,Defence,Medieval,Vale of Glamorgan,-3.354709535690143,51.50450307286427
Moel Eithinen Round Barrow                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Denbighshire,-3.2594762492653127,53.12240005054782
Ogwen Fish Weir,Agriculture and Subsistence,Post Medieval,Gwynedd,-4.093011695126612,53.240510424140446
Two Cooking Mounds E of Ty'n-y-Pwll                                                                                                                   ,Domestic,Prehistoric,Vale of Glamorgan,-3.3385135920709548,51.47202101890605
Cottrell Castle Mound                                                                                                                                 ,Defence,Medieval,Vale of Glamorgan,-3.3244021747697006,51.46203825993322
Dalrhiw Lead Mine                                                                                                                                     ,Industrial,Post Medieval/Modern,Powys,-3.6341106488425114,52.23372590815489
New Minera Lead Mine                                                                                                                                  ,Industrial,Post Medieval/Modern,Wrexham,-3.0775574671813777,53.05024758595497
Minera Halvans Plant                                                                                                                                  ,Industrial,Post Medieval/Modern,Wrexham,-3.089082871533464,53.0553115906121
"Taylor's Shaft, Minera",Industrial,Post Medieval/Modern,Wrexham,-3.0901989523506006,53.05342255399214
Deserted Medieval Village North East of Rock Farm,Domestic,Medieval,Vale of Glamorgan,-3.409271120086199,51.403930365007646
Fleminston Deserted Village,Domestic,Medieval,Vale of Glamorgan,-3.402823976384971,51.41875493801594
West Aberthaw Medieval Site,Civil,Medieval,Vale of Glamorgan,-3.4044280934503828,51.391795071094656
Ystradowen Castle Mound,Defence,Medieval,Vale of Glamorgan,-3.426199347627793,51.489106139405024
Pillar-Cross in Llandough Churchyard                                                                                                                  ,"Religious, Ritual and Funerary",Early Medieval,Vale of Glamorgan,-3.198792279106145,51.45217715983911
Gors Fawr Stone Circle                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.714462897315548,51.93189865528354
Penarth Churchyard Cross (Now in St Augustine's Church),"Religious, Ritual and Funerary",Medieval,Vale of Glamorgan,-3.1689304771399773,51.441517568381435
Standing Stone near Prysg Farm                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.768300501761699,51.90985136667165
Parc-y-Llyn Burial Chamber                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.934293250962177,51.90123085868291
Inscribed Stones outside Ruined Church of St Teilo (now in Maenclochog Church).                                                                       ,"Religious, Ritual and Funerary",Early Medieval,Pembrokeshire,-4.788264052355014,51.91194285185187
Inscribed Stone in Churchyard                                                                                                                         ,"Religious, Ritual and Funerary",Early Medieval,Pembrokeshire,-4.954685963185193,51.91332934007337
Castell Pen-yr-Allt                                                                                                                                   ,Defence,Medieval,Pembrokeshire,-4.687720752215932,52.046113519383624
Standing Stone S of Prysg Farm                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.770111494164353,51.909035295992744
Moated Site 100m East of Caeforiog Bridge                                                                                                             ,Domestic,Post Medieval/Modern,Pembrokeshire,-5.183539934351854,51.89757926316726
Pentre Ifan Chambered Tomb,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.7700437476419175,51.999032715953355
St Patrick's Chapel,"Religious, Ritual and Funerary",Early Medieval,Pembrokeshire,-5.295531236247258,51.89739829155607
"Caer, Bayvil                                                                                                                                          ",Monument,Prehistoric,Pembrokeshire,-4.753686573427889,52.041567583512254
Pen-Dre Round Barrow                                                                                                                                  ,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.986841583832681,51.928462886639544
Wiston Castle,Defence,Medieval,Pembrokeshire,-4.871144016080478,51.826785016281775
Woodbarn Camp,Defence,Prehistoric,Pembrokeshire,-4.8785215643780155,51.816612594835846
"Castle Mound, Llanfyrnach                                                                                                                             ",Defence,Medieval,Pembrokeshire,-4.592053339483812,51.95099088171234
Castell Llwyd                                                                                                                                         ,Defence,Prehistoric,Pembrokeshire,-4.751015753800277,52.00497385509995
Bedd Morris Standing Stone                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.858791737819749,51.99220688407575
Castell Henllys                                                                                                                                       ,Defence,Prehistoric,Pembrokeshire,-4.745401154801396,52.01774935172928
Pant-y-Groes Round Barrow                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.759523123458214,52.0456397345374
Two Early Christian Crosses in Morvil Churchyard                                                                                                      ,"Religious, Ritual and Funerary",Early Medieval,Pembrokeshire,-4.857373199419915,51.9401963265972
Wern Camp                                                                                                                                             ,Monument,Prehistoric,Pembrokeshire,-4.884463420286232,51.934921464418665
Knock Rath                                                                                                                                            ,Defence,Prehistoric,Pembrokeshire,-4.849871421491601,51.85926595803271
Great Treffgarne Wood Camp                                                                                                                            ,Monument,Prehistoric,Pembrokeshire,-4.964778711699132,51.87118254332221
Castell Crychydd                                                                                                                                      ,Defence,Medieval,Pembrokeshire,-4.533280391215363,51.98418663381991
Rhyd-y-Gath Pillar Cross                                                                                                                              ,"Religious, Ritual and Funerary",Early Medieval,Pembrokeshire,-4.598766038561688,51.9510496428569
Lamborough Camp                                                                                                                                       ,Defence,Prehistoric,Pembrokeshire,-4.863912583954595,51.84205273693409
Castell Pen-Gawsai                                                                                                                                    ,Monument,Medieval,Pembrokeshire,-4.749291266509919,51.91882293591953
Summerton Camp                                                                                                                                        ,Defence,Prehistoric,Pembrokeshire,-4.924839679366487,51.93382543288898
Round Barrow 270m SW of Crymych Arms                                                                                                                  ,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.649153689399848,51.97255242364677
Fairy Oak Round Barrow                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Wrexham,-2.9985136584955487,53.03965565681074
Lower Broad Moor Standing Stone                                                                                                                       ,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.978698154240684,51.90962970957666
Caerleon Legionary Fortress: Former Ambulance Station Field,Defence,Roman,Newport,-2.952285321564667,51.61280076858157
Hut Circles and Enclosure NW of Mount Pleasant,Domestic,Prehistoric,Gwynedd,-4.45691550179206,52.97041254960431
Hillbury Round Barrow                                                                                                                                 ,"Religious, Ritual and Funerary",Prehistoric,Wrexham,-2.9943657485581925,53.03764080987755
Pen-y-Corddyn Camp,Defence,Prehistoric,Conwy,-3.6280676624184114,53.27359770370108
Round Barrow 135m NW of Rosehill Farm Gorsedd,"Religious, Ritual and Funerary",Prehistoric,Flintshire,-3.2803415898746797,53.280725075076816
Castell Allt-Goch,Defence,Prehistoric,Ceredigion,-4.056268046785711,52.13142342086514
Clyne Wood Arsenic & Copper Works                                                                                                                     ,Industrial,Post Medieval/Modern,Swansea,-4.0016455019548465,51.59947692338645
"The Salthouse, Port Eynon",Industrial,Post Medieval/Modern,Swansea,-4.208432678124458,51.53983114205706
Clyne Wood Colliery Steam Winding Machine                                                                                                             ,Industrial,Post Medieval/Modern,Swansea,-4.018485608562934,51.609646793323805
Crimea Colliery & Canal Quay,Industrial,Post Medieval/Modern,Neath Port Talbot,-3.801936029332768,51.75034796015019
Original Swansea Castle,Defence,Medieval,Swansea,-3.9413904044980734,51.62116304929432
Remains of Lock and Dry Dock at Pantyffynnon,Transport,Post Medieval/Modern,Neath Port Talbot,-3.800264024777583,51.75129078711264
Morfa Bridge and Quays                                                                                                                                ,Transport,Post Medieval/Modern,Swansea,-3.9317029568031243,51.64136703243681
"St Peter's Chapel & Well, Caswell Bay                                                                                                                 ","Religious, Ritual and Funerary",Post Medieval/Modern,Swansea,-4.035457743053821,51.576431665334596
Earthwork on Kilvey Hill                                                                                                                              ,Monument,Prehistoric,Swansea,-3.917598637194436,51.6355823854597
"Tooth Cave, Llethrid                                                                                                                                  ",Monument,Prehistoric,Swansea,-4.1213370459025525,51.59794047170506
Burry Standing Stone                                                                                                                                  ,"Religious, Ritual and Funerary",Prehistoric,Swansea,-4.211217606741872,51.580597376361204
Berry Ringwork                                                                                                                                        ,Defence,Prehistoric,Swansea,-4.206015094180095,51.574211478410035
Norton Camp                                                                                                                                           ,Domestic,Medieval,Swansea,-4.177558651282461,51.5594913501462
Cefn Bryn Burial Chamber                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Swansea,-4.155139103730099,51.578106875022264
Trinity Well and Remains of Chapel                                                                                                                    ,"Religious, Ritual and Funerary",Medieval,Swansea,-4.090087800668914,51.5853090458717
St Maurice's Church,"Religious, Ritual and Funerary",Medieval,Swansea,-4.211159143265672,51.579393435002736
Old Castle Camp                                                                                                                                       ,Defence,Medieval,Swansea,-4.048367737464871,51.59103581385308
Newlands Fish Weir,Maritime,Post Medieval,Isle of Anglesey,-4.564678534121227,53.295631711883445
Burry Lesser Standing Stone                                                                                                                           ,"Religious, Ritual and Funerary",Prehistoric,Swansea,-4.221287564327244,51.58848272082283
Penmaen Burrows Church                                                                                                                                ,"Religious, Ritual and Funerary",Medieval,Swansea,-4.12067170085153,51.57312356777835
Traeth Lligwy Fish Weir                                                                                                                               ,Maritime,Post Medieval,Isle of Anglesey,-4.255099857155004,53.360482457720515
Coed Mor Fish Weir,Maritime,Post Medieval,Isle of Anglesey,-4.18423903535492,53.21879673283892
Aberlleiniog Fish Weir II,Maritime,Post Medieval,Isle of Anglesey,-4.0628018324587325,53.29102398855624
Penmaen Burrows Ringwork                                                                                                                              ,Defence,Medieval,Swansea,-4.116653339570516,51.57205406708374
Bishopston Valley Camp                                                                                                                                ,Defence,Prehistoric,Swansea,-4.065889699936295,51.57089076186085
Penmaen Burrows Burial Chamber                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Swansea,-4.120294067801883,51.57276169161122
"St. Michael's Churchyard Cross, Machen                                                                                                                ","Religious, Ritual and Funerary",Medieval,Newport,-3.1157835037920654,51.58613857496962
High Pennard                                                                                                                                          ,Monument,Prehistoric,Swansea,-4.067501723052328,51.56030494357714
Pennard Castle & Church                                                                                                                               ,Defence,Medieval,Swansea,-4.1020525060648145,51.57650723123839
Cairns on Cefn Bryn                                                                                                                                   ,"Religious, Ritual and Funerary",Prehistoric,Swansea,-4.134844570720711,51.57930530223512
Swansea Castle,Defence,Medieval,Swansea,-3.9410884983060472,51.62052058640696
"St. Faith's Churchyard Cross, Llanfoist                                                                                                               ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-3.0364709972498964,51.81289415530176
"St. Bartholomew's Churchyard Cross, Llanover                                                                                                          ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-2.9901078522898463,51.77908177819087
"St. Peter's Churchyard Cross, Dixton                                                                                                                  ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-2.6985378940677607,51.81857961391557
Three Camps on Harding's Down,Defence,Prehistoric,Swansea,-4.258205701899199,51.592921815135206
Penrice Ringwork                                                                                                                                      ,Defence,Medieval,Swansea,-4.176975145749399,51.56932235787423
Penrice Castle,Defence,Medieval,Swansea,-4.1703150752272204,51.57521916458973
Aberdulais Aqueduct                                                                                                                                   ,Water Supply and Drainage,Post Medieval/Modern,Neath Port Talbot,-3.77618767645968,51.678946850177404
Blaen Glyn Round Cairn                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4911327402833714,51.888364807233266
"Locomotive Type Steam Boiler, Blaen Rhondda                                                                                                           ",Industrial,Post Medieval/Modern,Rhondda Cynon Taff,-3.5600649774013524,51.70215903393221
Ring Cairn and Two Standing Stones on Coedpenmaen Common,"Religious, Ritual and Funerary",Prehistoric,Rhondda Cynon Taff,-3.329992090614084,51.60364328170135
Hut Circle West of Merthyr Farm                                                                                                                       ,Domestic,Prehistoric,Gwynedd,-4.085445048673037,52.86677250167318
"Tintern Abbey, Watergate",Domestic,Medieval,Monmouthshire,-2.67804424643493,51.69810046909006
Llandow Castle-Ringwork                                                                                                                               ,Defence,Medieval,Vale of Glamorgan,-3.5240784087159622,51.4477962887412
Gorad Friars Bach Fish Weir,Maritime,Post Medieval,Isle of Anglesey,-4.078852819521907,53.278284444846264
Bryn y Fedwen Round Barrows                                                                                                                           ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.709109754508119,52.543872896830806
Llysun Motte and Bailey,Defence,Medieval,Powys,-3.433999413860718,52.67969555687203
Pen y Crogben Round Barrow                                                                                                                            ,Civil,Medieval,Powys,-3.689364293277332,52.52700182045856
Domen Ddu Round Barrow                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4385871741499323,52.43451186656302
Cored Gwyrfai Fish Weir,Agriculture and Subsistence,Medieval,Gwynedd,-4.315208681814702,53.12303272459149
Llanddona Fish Weir                                                                                                                                   ,Maritime,Post Medieval,Isle of Anglesey,-4.14397838753249,53.308157042279255
Aber Bechan Dyke                                                                                                                                      ,Monument,Early Medieval,Powys,-3.2840753918347403,52.542262406176334
The Moat Mound & Bailey Castle                                                                                                                        ,Defence,Medieval,Powys,-3.4068689281370395,52.50456228754984
Bryn-Derwen Mound and Bailey Castle                                                                                                                   ,Defence,Medieval,Powys,-3.2354359597279703,52.54829128656057
Pegwn Mawr Round Barrows                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.436947378624522,52.420281452927085
Clydach Coal Level                                                                                                                                    ,Transport,Post Medieval/Modern,Blaenau Gwent,-3.161058051343947,51.80243262651591
"Lower or Abbey Wireworks, Tintern",Industrial,Post Medieval/Modern,Monmouthshire,-2.6864296605689395,51.69765613956578
Glol Camp                                                                                                                                             ,Monument,Prehistoric,Flintshire,-3.3218584866965895,53.292866143968624
Bangor Bridge,Transport,Medieval,Wrexham,-2.913630426560901,53.00278015344441
Coed Trefraith Enclosure                                                                                                                              ,Monument,Prehistoric,Flintshire,-3.298410137430207,53.247898074073326
Crugyn Llwyd                                                                                                                                          ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4361113960316323,52.40587039994423
Hafod: Cavern Cascade,"Gardens, Parks and Urban Spaces",Post Medieval/Modern,Ceredigion,-3.7997336586031736,52.33892459950822
Hafod: Chain Bridge and Gothick Arcade                                                                                                                ,Transport,Post Medieval/Modern,Ceredigion,-3.800477544681687,52.34639401533873
Hafod: Nant Bwlch-Gwallter                                                                                                                            ,Monument,Post Medieval/Modern,Ceredigion,-3.819707858773591,52.33918498561354
Rhuddlan Bridge                                                                                                                                       ,Transport,Medieval,Denbighshire,-3.4688489583196263,53.2898784131685
Pont y Cysylltau,Transport,Post Medieval/Modern,Denbighshire,-3.0913175926447596,52.97071701035668
Denbigh Friary Church,"Religious, Ritual and Funerary",Medieval,Denbighshire,-3.4090832479824265,53.187830952378256
Llys Gwenllian Mound & Bailey                                                                                                                         ,Defence,Medieval,Denbighshire,-3.4132904586947337,53.16830949509597
Tyddyn Bleiddyn Burial Chamber                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Denbighshire,-3.488862689686082,53.2398366450294
Wat's Dyke: Section extending from Erddig Park to Middle Sontley,Monument,Early Medieval,Wrexham,-3.0098076776329217,53.02066435634414
Bedd Emlyn                                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Denbighshire,-3.4154654783679748,53.06798502011557
Bersham Ironworks                                                                                                                                     ,Industrial,Post Medieval/Modern,Wrexham,-3.0347025942761316,53.036164013135696
Offa's Dyke: Section S from Pen y Coed                                                                                                                ,Monument,Early Medieval,Wrexham,-3.0634272758687713,53.08225150535544
Twr yr Hill Round Barrow                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Denbighshire,-3.479051289765761,53.1116572776351
Capel Hiraethog Earth Circles                                                                                                                         ,"Religious, Ritual and Funerary",Prehistoric,Denbighshire,-3.4402286038800476,53.08012972122854
Offa's Dyke: Vron Section                                                                                                                             ,Monument,Early Medieval,Wrexham,-3.058592384836343,53.06409092771602
Offa's Dyke: Section South of Brymbo Colliery                                                                                                         ,Monument,Early Medieval,Wrexham,-3.060054381864563,53.07197067817912
Hwlffordd Round Barrows,"Religious, Ritual and Funerary",Prehistoric,Conwy,-3.5677128592085086,53.17500680302806
"Offa's Dyke: Section extending 120m from Railway to Bronwylfa Road, Legacy",Monument,Early Medieval,Wrexham,-3.047145119552121,53.02773978660134
Bryn Beddau Round Barrows                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Denbighshire,-3.4187616054738346,53.06564435779715
Pont Petryal Caerau Circles                                                                                                                           ,Defence,Prehistoric,Denbighshire,-3.427821821538986,53.058460943643404
Ruthin Castle                                                                                                                                         ,Defence,Medieval,Denbighshire,-3.3117370849341596,53.11218068999168
Minera Hoffman Limekiln,Industrial,Post Medieval/Modern,Wrexham,-3.111160481589378,53.05978195562665
Castell y Fflint,Defence,Medieval,Flintshire,-3.130130202909623,53.251221672415554
Gorad Ddu Fish Weir,Maritime,Post Medieval,Isle of Anglesey,-4.179606435841716,53.221372006719676
Rhuddlan Town Banks                                                                                                                                   ,Defence,Medieval,Denbighshire,-3.4577836345666975,53.286984740398346
Offa's Dyke: Section E of Trelawnyd                                                                                                                   ,Monument,Early Medieval,Flintshire,-3.351823942700175,53.3029668968914
"St. Mary's Churchyard Crosses, Magor                                                                                                                  ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-2.8307458386256705,51.579133574350884
"St. Mary's Churchyard Cross, Portskewett                                                                                                              ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-2.7245147931562115,51.58995307833639
Nant Mill Wood Shaft Mounds                                                                                                                           ,Industrial,Post Medieval/Modern,Wrexham,-3.0739610711662397,53.04720569621337
Bank of Six Vertical Limekilns at Minera Quarry,Industrial,Post Medieval/Modern,Wrexham,-3.1079959015397565,53.05915523904256
"Brymbo Ironworks: Early Blast Furnace, Cast House & Foundry                                                                                           ",Industrial,Post Medieval/Modern,Wrexham,-3.054424183311376,53.07428606195484
"St. Dingad's Churchyard Cross, Dingestow                                                                                                              ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-2.7884000801849145,51.78953621930769
"St. James's Churchyard Cross, Llanvetherine                                                                                                           ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-2.9244375985236357,51.84964053776514
"St. Mabli's Churchyard Cross, Llanvapley                                                                                                              ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-2.9200786522497073,51.82170303765664
"St. Peter's Churchyard Cross, Bryngwyn                                                                                                                ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-2.8847137741574915,51.779149138528474
"St. Mary's Churchyard Cross, Llanwern","Religious, Ritual and Funerary",Medieval,Newport,-2.909882161603152,51.58604556549171
"St. Mary's Churchyard Cross, Llanfair Cilgedyn                                                                                                        ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-2.9350855773605677,51.772869853312166
Y Gorseddau Round Barrows                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Flintshire,-3.2774147554048128,53.27965077835894
"St. Govan's Churchyard Cross, Llangovan                                                                                                               ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-2.7882092277721138,51.74531853185067
"St. Catwg's Churchyard Cross, Cwmcarfan                                                                                                               ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-2.758722118815457,51.76364800895927
Mount Cop Castle Mound,Defence,Medieval,Wrexham,-2.7900018046002657,52.96342035807271
Penrhos Engine House                                                                                                                                  ,Industrial,Post Medieval/Modern,Wrexham,-3.067579191963296,53.071453914172324
Offa's Dyke: Vron Farm Section                                                                                                                        ,Monument,Early Medieval,Wrexham,-3.057826663160037,53.059638950150344
"Offa's Dyke: Cadwgan Hall Section, extending from River Clywedog to the Railway",Monument,Early Medieval,Wrexham,-3.048189397852629,53.0332951069129
Offa's Dyke: Section S from Cae Llewellyn                                                                                                             ,Monument,Early Medieval,Wrexham,-3.058729080188734,53.06601346218817
Offa's Dyke: Brymbo Hill Section                                                                                                                      ,Monument,Early Medieval,Wrexham,-3.0619184563042734,53.077968014602895
Twyn-y-Gaer                                                                                                                                           ,Defence,Prehistoric,Powys,-3.501138226558139,51.96443189583512
Castell Dinas                                                                                                                                         ,Defence,Prehistoric,Powys,-3.196616933946184,51.96315588547182
"St. Martin's Churchyard Cross, Pen y Clawdd                                                                                                           ","Religious, Ritual and Funerary",Medieval,Monmouthshire,-2.794262638304595,51.76672194606321
Builth Castle                                                                                                                                         ,Defence,Medieval,Powys,-3.3984883935315175,52.14923466856925
Llanthomas Castle Mound                                                                                                                               ,Defence,Medieval,Powys,-3.1547731097256055,52.056011496293536
Corn Gafallt Cairn Cemetery                                                                                                                           ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5504739206854774,52.26759123523224
Caerau Camp,Defence,Prehistoric,Cardiff,-3.248648626711448,51.46758147933911
Caer-went Roman Town,Domestic,Roman,Monmouthshire,-2.7686532549087355,51.61112594362742
Cairn Lwyd                                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Bridgend,-3.5609407618109024,51.59972855996392
Twyn y Bridallt Roman Camp                                                                                                                            ,Defence,Roman,Rhondda Cynon Taff,-3.445057603897689,51.67390334518859
Penrhos Camp (civil war earthworks)                                                                                                                   ,Defence,Post Medieval/Modern,Newport,-2.951558547094189,51.62086310676928
Twyn Pant-Teg Round Barrow                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Newport,-3.098753254956552,51.593393730213315
Pillow Mound at Bryn y Gwyddel                                                                                                                        ,Agriculture and Subsistence,Post Medieval/Modern,Rhondda Cynon Taff,-3.4396608143701237,51.753582955278866
Esgair Naint Deserted Rural Settlement,Domestic,Post Medieval/Modern,Ceredigion,-3.800949838424567,52.40565710333583
Nant yr Helygen Deserted Rural Settlement,Domestic,Post Medieval/Modern,Ceredigion,-3.7926725125647973,52.40854325006668
Nant y Llyn Stone Row                                                                                                                                 ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5690896207106064,52.30794004411324
Cefn Llanerchi Standing Stones                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.6153945487622487,52.2586914593268
Rectangular Platform                                                                                                                                  ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5632865143520944,51.85965276553033
Bwlch Enclosure                                                                                                                                       ,Defence,Prehistoric,Powys,-3.2347122148451852,51.89393405834073
"Hut Circle Settlement below Foel Isaf, Bugeilyn",Domestic,Prehistoric,Powys,-3.756980859318504,52.50513993745012
Cae-Bach Hut Circle Settlement                                                                                                                        ,Domestic,Prehistoric,Gwynedd,-4.168913395467551,52.980110114872716
Meuryn Isaf Cairn                                                                                                                                     ,"Religious, Ritual and Funerary",Prehistoric,Gwynedd,-3.9915529589602157,53.21855990801528
Hut Circle Settlement South-West of Pen-yr-allt Uchaf,Domestic,Prehistoric,Gwynedd,-4.367801385529245,53.01389668756543
Cwm Caseg Deserted Rural Settlement                                                                                                                   ,Domestic,Medieval,Gwynedd,-4.025425679788894,53.177414902097254
Hafod-y-Wern Long Hut                                                                                                                                 ,Unassigned,Medieval,Gwynedd,-4.201546578155562,53.092103567640734
Burnt Mound North of Glanrhocca                                                                                                                       ,Domestic,Prehistoric,Ceredigion,-4.0031363391629675,52.16515845706019
Hut Circle Settlement West of Cwm Farm                                                                                                                ,Domestic,Prehistoric,Gwynedd,-4.33968047023368,52.98876564073974
Ystrad Rural Settlement                                                                                                                               ,Domestic,Medieval,Gwynedd,-4.1745842128554065,53.093498579308175
Maen Llwyd Standing Stone                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Denbighshire,-3.4219367779426895,53.060095675370356
Pen-y-Gaer Camp,Defence,Prehistoric,Gwynedd,-4.173667502384973,53.156747500227944
Afon Disgynfa Cairn                                                                                                                                   ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.382028451487232,52.85687193737142
Hafna Lead Mine Mill                                                                                                                                  ,Industrial,Post Medieval/Modern,Conwy,-3.8235774505374236,53.12421863697925
Ironstone Quarries at Carreg Maen Taro                                                                                                                ,Industrial,Post Medieval/Modern,Monmouthshire,-3.1056107115113445,51.79403873236478
"Mona Mine Kilns and Sublimation Chambers, Mynydd Parys                                                                                                ",Industrial,Post Medieval/Modern,Isle of Anglesey,-4.3374183051213775,53.3871557534824
Llwynderw Round Barrow                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.1682185760178267,52.6249867029576
Lluest Uchaf Cairns and Stone Row                                                                                                                     ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.476293693662007,52.57356457004302
Garth Hill Platform House                                                                                                                             ,Domestic,Medieval,Bridgend,-3.6305473976577978,51.597613029579186
Mellington Hill Round Barrow                                                                                                                          ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.109996132431813,52.499952597552564
Y Foel Ddu Round Barrow                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.2981308070356143,52.87689583291318
Pen y Groes Isaf Round Cairn                                                                                                                          ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.42441794778185,52.57747271600142
Vale of Conwy Lead Mine,Industrial,Post Medieval/Modern,Conwy,-3.8245848672567466,53.12189270232735
Esgair Draenllwyn Round Cairn II                                                                                                                      ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5796629737043353,52.54066380488454
Polyn y Groes Ddu Round Cairn II                                                                                                                      ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.419222485943578,52.442100340003606
Nant Gwynllyn Standing stone                                                                                                                          ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5680280254531596,52.315254889985525
Rhos y Gelynnen Stone Row                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.605075141708158,52.25492108715617
Blaen y Cwm Round Cairns                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.592719830369237,52.551439531612786
Twr Gwyn Mawr Round Cairn                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5969477112767287,52.550483481167426
Carreg Lwyd Ritual Complex                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5952628549112684,52.54876199770091
Bronze Age round barrow NW of Glan-marteg                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.480438821445924,52.355082457480925
"Iron Ore Scours and Patch Workings at Winch Fawr, Merthyr Tydfil",Industrial,Post Medieval/Modern,Merthyr Tydfil,-3.424369261407889,51.75197996289199
Cwm Heisian West Lead and Gold Mine                                                                                                                   ,Industrial,Post Medieval/Modern,Gwynedd,-3.8759551890958877,52.83429643066322
Alltwyllt Slate Quarry Incline                                                                                                                        ,Transport,Post Medieval/Modern,Gwynedd,-3.9502148708773337,52.64058493389447
Afon Llugwy Lead Mill                                                                                                                                 ,Industrial,Post Medieval/Modern,Conwy,-3.8356077101706676,53.101755782793056
Coed Mawr Pool Lead Mine                                                                                                                              ,Industrial,Post Medieval/Modern,Conwy,-3.822476123297838,53.10914086751226
Y Garnedd Wen Round Cairn                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Wrexham,-3.2865993157669067,52.87134868273375
